"","x"
"833",5.70615693044766e-08
"834",8.14660479357532e-08
"835",5.13782139864585e-09
"836",6.55907250563805e-09
"837",3.39122843688166e-08
"838",7.41792879640538e-08
"839",5.68505313577032e-09
"840",3.78104921529077e-09
"841",1.35397007477012e-08
"842",4.00896210492764e-09
"843",5.12726226433864e-08
"844",7.12200044239138e-08
"845",3.45291859547089e-08
"846",6.42477972511975e-08
"847",1.99076372590169e-08
"848",4.27080197445433e-08
"849",2.89340780585333e-09
"850",4.09570792617571e-09
"851",4.80902801603208e-09
"852",7.46282755355865e-08
"853",2.8105849477621e-08
"854",1.88487641750249e-08
"855",1.46695087806031e-08
"856",3.83719118751971e-08
"857",1.7031435172458e-08
"858",1.65255934183216e-08
"859",4.71380389269973e-08
"860",7.84942837813508e-08
"861",9.83984948866627e-09
"862",4.12545680773373e-08
"863",5.52648402202523e-09
"864",7.53753422172937e-09
"865",4.69358496386769e-09
"866",4.49979687222847e-09
"867",3.41300468738167e-09
"868",1.00566638180854e-08
"869",1.22447254471184e-08
"870",6.95539849962387e-08
"871",4.36018018676931e-09
"872",4.62186334436912e-09
"873",3.1552692179666e-08
"874",4.72712659843424e-09
"875",7.71250618390195e-08
"876",1.85518148627707e-08
"877",5.77875453914369e-08
"878",2.86283609040801e-08
"879",4.04748901345607e-09
"880",3.50191807224555e-08
"881",7.01768087228177e-08
"882",2.04303037637219e-08
"883",4.48710049498907e-09
"884",7.22640967223986e-09
"885",1.03231475122891e-08
"886",2.07475512660047e-08
"887",1.12667082079144e-08
"888",4.34959070602359e-08
"889",3.66564458099267e-09
"890",5.00426639770545e-09
"891",7.01194513968798e-09
"892",4.77961041877945e-09
"893",1.16063488113654e-08
"894",4.9995861979391e-09
"895",5.58007722097696e-08
"896",7.84496016211388e-09
"897",4.13765748594404e-09
"898",4.70257953436783e-09
"899",6.22139157004084e-08
"900",2.86315379781577e-08
"901",1.24760916809231e-08
"902",4.33656134025148e-09
"903",2.32683302829613e-09
"904",7.0159673664962e-08
"905",6.95860134313116e-09
"906",6.66240807554286e-09
"907",4.0429986622028e-08
"908",4.08430711360507e-08
"909",4.11228610124529e-09
"910",6.0162092563102e-09
"911",5.59706261528823e-09
"912",8.63359634859356e-09
"913",1.00199090818906e-08
"914",4.69960879847203e-09
"915",1.59262458037269e-08
"916",4.08139583953969e-09
"917",4.53239434606025e-09
"918",4.78224765925276e-09
"919",3.85984672154545e-09
"920",1.01593874526721e-08
"921",7.04693044781385e-08
"922",3.84815084264921e-08
"923",4.79785525247062e-09
"924",1.9537265326318e-08
"925",3.96162350948711e-09
"926",2.40465910795077e-08
"927",3.4975760140249e-09
"928",4.02225202449008e-08
"929",6.25186647824931e-09
"930",2.36749277727193e-08
"931",4.38431232478614e-09
"932",1.67612612242209e-08
"933",6.47844106505444e-08
"934",2.7728158033414e-09
"935",1.57703042339552e-08
"936",2.17727130160038e-08
"937",3.31001866997475e-08
"938",1.62734414802849e-08
"939",4.27514881141647e-09
"940",7.68308482725883e-08
"941",4.13447021761246e-09
"942",6.01283269162406e-09
"943",5.90419733076233e-09
"944",3.20350216854818e-08
"945",2.8821085543508e-09
"946",5.4896441904064e-09
"947",2.20925974636907e-08
"948",4.70259487245399e-09
"949",4.62128877857606e-09
"950",1.30746606937047e-08
"951",1.60357481896581e-08
"952",1.86454082548373e-08
"953",6.41220073029542e-09
"954",2.43622707606837e-08
"955",7.25036319067785e-08
"956",4.63275643908565e-09
"957",8.61616069082555e-08
"958",4.79390646852812e-09
"959",3.05827156486167e-09
"960",9.84181686482353e-08
"961",6.33473287890578e-09
"962",4.69804727793778e-09
"963",6.05650490899471e-09
"964",4.80430110059377e-09
"965",4.27987741988649e-09
"966",4.60888274950007e-09
"967",1.9179063746654e-08
"968",4.72410649769788e-09
"969",4.20660907052064e-09
"970",5.32428804563104e-09
"971",5.15101733756127e-09
"972",5.16503634754809e-09
"973",3.5120193407852e-08
"974",5.65679996792333e-08
"975",2.95747117970871e-08
"976",5.36578152506983e-09
"977",9.06541941725464e-09
"978",9.88868865790797e-09
"979",5.04862653427974e-09
"980",6.35702075380098e-09
"981",4.62874670388747e-09
"982",5.27782202925112e-09
"983",7.19395869847702e-08
"984",5.27966117386508e-08
"985",4.80071931288898e-09
"986",9.92281870909216e-08
"987",4.59395280217522e-09
"988",1.51582935616447e-08
"989",4.81109775197032e-09
"990",1.38618559645007e-08
"991",6.02882073364957e-08
"992",9.8642979205488e-09
"993",5.05779374442686e-09
"994",3.35138889883657e-08
"995",1.96225929001543e-08
"996",4.53298198633544e-09
"997",4.10269374118749e-09
"998",7.61607425130454e-09
